student_id,age,education_level,career_goal,experience_level,study_hours_per_week,learning_style,interest_ai,interest_data_science,interest_web_dev,interest_backend,interest_frontend,interest_mobile,interest_cloud,interest_cybersecurity,python_score,cpp_score,java_score,javascript_score,html_score,css_score,sql_score,database_score,statistics_score,probability_score,linear_algebra_score,calculus_score,machine_learning_score,deep_learning_score,git_score,linux_score,docker_score,cloud_score,sessions_completed,avg_session_duration,projects_completed,quiz_attempts,quiz_avg_score,consistency_score,streak_days,target_completion_months,available_hours_weekly,recommended_next_topic,recommended_difficulty,learning_path_stage
STU14504,18,Bachelor,AI Engineer,Beginner,15.34,Kinesthetic,100.0,89.63,57.62,46.86,32.74,64.79,56.47,46.1,46.14,10.83,10.29,18.33,8.85,13.46,26.07,0.0,54.52,26.62,47.71,27.45,57.07,25.95,23.83,10.67,13.62,13.890515853476394,6,74.43,4,12,58.41,61.6,0.0,9,10.6,Git,Medium,2
STU14505,27,Associate,Frontend Developer,Beginner,8.13,Visual,45.6,57.66,66.13,57.66,87.79,41.08,56.48,19.72,22.08,16.98,3.32,27.68,74.64,45.65,31.11,19.44,37.86,9.89,2.92,24.24,17.95,27.35,15.83,0.0,14.71,22.50927493489151,8,33.36,10,7,67.28,38.26,1.0,6,19.0,CSS,Medium,1
STU14506,22,Master,Backend Developer,Intermediate,9.42,Auditory,91.76,65.48,83.86,85.58,25.06,24.93,60.12,18.26,36.74,21.89,47.76,58.28,17.88,0.0,51.63,37.16,24.21,0.0,0.0,24.37,36.47,6.22,57.69,79.65,52.54,26.381320769132785,18,33.93,12,6,24.15,61.93,8.0,6,12.1,SQL,Easy,1
STU14507,27,Associate,Full Stack Developer,Beginner,16.0,Kinesthetic,38.07,45.88,72.5,59.4,49.99,71.42,20.66,50.42,12.99,10.39,26.75,37.66,24.4,40.15,57.05,29.93,19.58,29.11,8.29,20.03,7.48,0.0,44.93,52.23,41.39,21.364846630425205,12,31.93,3,6,66.71,66.32,14.0,6,10.3,SQL,Hard,2
STU14508,24,Associate,Software Engineer,Beginner,28.27,Kinesthetic,58.69,71.17,50.36,57.96,60.13,65.1,24.2,11.23,43.98,51.45,24.95,39.17,5.09,44.31,32.92,15.24,18.38,21.82,30.56,24.51,29.47,20.15,37.3,19.48,11.62,1.8878933014364163,5,30.5,4,10,47.49,55.0,2.0,6,8.3,Git,Medium,1
STU14509,32,Bachelor,Frontend Developer,Intermediate,25.37,Auditory,63.91,62.14,61.51,41.75,76.91,59.8,56.38,22.95,60.43,20.32,11.43,44.5,63.96,92.08,43.53,50.88,43.17,38.22,28.51,4.65,43.1,5.5,29.26,15.46,7.48,21.364846630425205,5,72.09,4,2,42.14,13.23,7.0,12,29.1,JavaScript,Hard,1
STU14510,25,Bachelor,Cloud Engineer,Beginner,8.18,Auditory,52.14,36.29,22.71,48.21,46.75,49.89,59.94,13.68,39.82,23.39,0.0,9.86,25.07,0.0,40.43,17.54,9.78,40.79,6.94,37.11,21.13,0.0,24.52,54.06,35.35,47.706026332197695,39,41.08,10,4,44.93,49.73,12.0,3,12.3,Linux,Easy,2
STU14511,21,High School,Cloud Engineer,Beginner,10.64,Auditory,31.01,54.55,29.39,67.09,30.78,44.37,57.48,16.66,42.65,32.85,8.51,26.83,31.47,49.06,31.75,26.1,28.11,16.09,19.23,17.48,11.95,19.2,29.95,75.19,31.14,54.02686158785899,12,42.95,5,4,55.27,52.45,4.0,3,19.2,Kubernetes,Medium,1
STU14512,18,Bachelor,Cybersecurity Engineer,Beginner,4.36,Reading/Writing,61.84,65.51,58.42,35.96,54.12,50.53,41.29,48.16,20.22,13.62,29.33,14.83,17.16,26.46,30.95,37.68,0.0,7.9,17.7,17.83,17.58,15.16,52.52,27.42,26.09,22.392555584646132,33,42.26,5,3,66.01,67.4,12.0,1,12.7,Python,Easy,1
STU14513,24,High School,Backend Developer,Beginner,17.56,Kinesthetic,23.36,43.6,61.65,45.49,14.7,39.52,41.65,43.24,38.19,15.03,57.25,42.0,14.29,29.76,45.23,56.18,28.73,45.63,0.0,34.95,18.35,0.0,48.49,38.58,32.94,28.017516384817508,28,39.79,6,2,56.795,37.97,5.0,9,7.6,SQL,Hard,1
STU14514,28,Master,Frontend Developer,Intermediate,18.79,Auditory,60.96,64.92,72.18,35.61,77.98,54.99,42.44,27.18,25.12,46.71,3.77,53.39,78.63,79.56,32.67,41.45,62.0,27.12,29.08,35.31,27.12,28.16,24.63,50.18,50.3,8.411571169942386,6,54.59,4,9,65.72,9.81,5.0,18,10.0,JavaScript,Easy,1
STU14515,25,Master,Frontend Developer,Beginner,12.1,Auditory,58.46,26.15,42.8,26.1,69.22,36.96,46.6,16.39,33.97,12.78,9.8,40.76,70.12,36.58,38.25,26.5,42.94,2.18,15.48,34.69,13.91,25.51,22.12,47.05,5.45,2.4592885863305973,17,54.92,6,6,75.05,52.51,3.0,18,20.6,Node.js,Hard,3
STU14516,25,Master,Frontend Developer,Intermediate,25.77,Visual,45.43,49.6,47.1,14.46,62.39,34.96,30.88,33.48,37.14,19.82,49.35,76.01,53.42,51.69,26.45,58.52,49.86,22.69,47.05,18.64,19.65,18.5,55.95,21.16,37.16,0.0,11,78.88,3,9,68.82,12.93,10.0,6,13.4,Next.js,Hard,2
STU14517,26,Master,Frontend Developer,Intermediate,8.39,Auditory,10.54,44.68,58.9,74.74,58.45,47.41,44.16,24.86,20.66,21.95,17.03,28.61,44.17,47.87,37.03,14.67,25.98,6.66,23.11,25.65,12.77,4.83,36.75,26.26,3.88,11.274733960767971,6,27.43,3,3,56.795,51.03,1.0,1,25.4,HTML,Medium,1
STU14518,26,Associate,Software Engineer,Beginner,12.7,Reading/Writing,16.62,78.16,81.88,52.01,23.63,50.18,39.5,3.38,44.76,30.76,16.36,3.59,35.14,30.86,35.24,37.45,27.52,34.29,24.27,16.02,12.34,23.95,52.34,6.83,4.95,0.1038971101617839,10,41.08,4,7,28.39,54.46,14.0,6,3.4,Linux,Easy,2
STU14519,25,High School,Software Engineer,Beginner,5.97,Reading/Writing,38.77,35.71,38.82,37.94,81.44,2.62,46.75,16.36,24.65,27.99,29.53,44.77,28.28,15.28,25.01,17.74,22.23,40.18,19.41,8.23,13.22,0.0,44.35,19.93,24.2,16.68394043562045,4,61.13,0,16,54.36,67.22,7.0,6,10.1,Python,Medium,1
STU14520,32,Bachelor,Unknown,Advanced,11.05,Reading/Writing,50.58,53.54,50.18,51.89,49.82,55.67,24.49,41.01,41.8,2.45,7.74,77.19,41.08,91.39,45.3,20.5,34.57,34.69,46.67,11.41,0.0,8.41,60.64,24.39,18.01,11.636305779519024,31,41.01,5,2,48.06,76.62,5.0,9,13.2,Next.js,Hard,3
STU14521,19,Bachelor,Data Scientist,Beginner,8.99,Auditory,85.92,100.0,72.83,53.32,29.03,41.28,72.06,39.47,58.17,45.12,15.84,15.53,22.41,20.45,45.63,8.54,67.06,56.44,28.36,34.51,27.89,31.14,13.17,25.13,0.0,19.461015454659748,10,51.88,5,12,64.69,8.74,5.0,3,10.6,Git,Hard,1
STU14522,31,PhD,Data Scientist,Intermediate,17.21,Visual,80.63,75.13,81.5,34.79,30.96,38.31,42.66,41.77,54.37,15.78,6.87,30.93,35.19,56.93,27.44,31.62,77.64,14.33,66.03,31.72,40.98,49.8,22.03,49.66,56.4,21.802844935158458,14,92.36,4,5,71.84,42.74,17.0,9,17.1,Git,Easy,2
STU14523,26,Bachelor,Software Engineer,Intermediate,9.55,Auditory,30.6,36.93,20.23,27.73,54.75,49.03,42.77,50.8,70.93,44.72,57.0,27.24,19.58,9.23,0.26,53.53,4.05,32.73,24.77,33.77,24.99,0.0,68.09,2.49,11.63,26.053775151277115,14,58.01,3,5,56.795,43.31,10.0,6,9.0,Linux,Medium,2
STU14524,21,Master,Unknown,Beginner,24.54,Auditory,81.93,65.55,53.3,50.95,43.27,30.42,52.9,60.4,17.36,38.43,44.19,34.62,43.7,18.86,66.86,45.81,16.53,0.0,10.59,18.37,34.31,1.7,32.05,50.0,21.64,36.53821878205408,11,25.74,0,9,57.57,42.99,10.0,9,9.0,NumPy,Easy,2
STU14525,20,High School,Cybersecurity Engineer,Beginner,4.32,Visual,76.17,85.65,86.16,18.53,44.76,38.71,73.42,49.97,28.49,26.78,30.48,6.47,6.1,40.54,29.51,53.3,20.23,6.49,27.37,11.16,31.95,4.24,25.79,54.76,40.73,25.834499284317317,18,49.43,1,7,53.36,77.8,0.0,9,34.6,Git,Easy,1
STU14526,31,Bachelor,Frontend Developer,Intermediate,16.85,Kinesthetic,52.55,53.55,61.04,15.91,63.32,5.72,27.06,16.62,34.13,38.34,14.09,80.52,47.3,35.36,19.11,6.55,42.57,38.36,29.88,0.0,26.89,25.0,30.72,26.41,28.63,29.54305276153986,16,63.26,4,6,80.39,15.19,12.0,6,5.7,React,Medium,5
STU14527,26,Bachelor,Cloud Engineer,Intermediate,2.29,Auditory,71.21,81.63,58.54,78.88,35.66,44.5,70.93,20.04,43.58,34.34,46.62,13.0,44.53,35.31,28.9,33.13,35.06,41.82,19.46,3.19,4.93,9.37,61.66,83.73,100.0,35.130771071076985,12,133.4,10,7,83.89,36.14,11.0,1,7.7,Kubernetes,Medium,2
STU14528,19,Bachelor,AI Engineer,Beginner,11.21,Auditory,62.92,78.73,44.86,32.31,74.35,7.24,41.91,31.84,52.93,11.11,15.23,28.21,29.06,9.93,35.04,47.96,75.65,63.12,57.9,16.55,62.9,43.93,16.39,26.7,30.21,11.253334678050305,43,43.91,1,5,78.94,85.98,4.0,3,9.1,Git,Easy,3
STU14529,42,Master,Software Engineer,Advanced,24.41,Reading/Writing,49.39,87.62,56.71,40.79,80.84,42.55,65.83,49.4,61.93,50.98,100.0,29.94,35.01,63.3,55.65,12.42,20.94,75.87,61.12,61.09,54.83,0.0,88.4,53.73,41.04,22.156745495977056,16,42.73,12,18,55.09,47.98,3.0,6,7.5,Linux,Medium,4
STU14530,27,Bachelor,Software Engineer,Intermediate,11.25,Reading/Writing,18.51,62.23,45.98,55.12,81.18,76.69,48.64,20.6,21.19,33.65,21.53,39.62,39.9,38.02,34.57,26.69,23.67,29.63,39.08,2.93,31.7,0.0,46.09,30.07,39.51,33.14037104949474,54,49.64,1,5,39.64,45.45,7.0,6,9.5,NLP,Easy,3
STU14531,28,Master,Software Engineer,Intermediate,24.94,Kinesthetic,41.64,90.92,41.17,38.29,32.18,34.34,70.03,40.03,44.36,25.78,21.75,25.35,28.79,14.61,35.9,11.48,19.35,12.41,29.39,31.24,0.17,32.99,53.78,23.92,60.88,0.0,28,27.64,4,11,45.96,51.33,9.0,12,7.8,Linux,Easy,2
STU14532,24,Master,Software Engineer,Beginner,6.6,Auditory,48.66,45.14,32.92,45.29,34.98,34.93,31.72,45.38,26.23,12.83,33.43,17.65,19.14,36.13,52.52,13.25,41.28,8.9,12.28,5.11,1.72,22.51,44.59,26.31,37.39,15.843789424469598,38,23.15,1,14,46.12,36.32,6.0,6,15.9,Python,Medium,1
STU14533,24,Bachelor,Frontend Developer,Beginner,13.37,Reading/Writing,68.92,55.44,66.03,23.38,50.26,32.84,30.16,21.09,44.04,25.99,29.68,56.88,43.4,41.08,40.84,26.75,43.55,33.75,9.3,11.6,0.0,0.0,37.63,32.94,11.85,26.43990897765193,13,29.91,2,6,89.4,30.98,6.0,3,22.3,HTML,Easy,2
STU14534,18,Bachelor,Data Scientist,Beginner,7.33,Visual,88.74,53.73,47.93,45.14,48.83,27.44,43.22,35.42,34.61,23.28,32.1,12.67,46.05,20.24,38.46,21.03,14.61,32.42,56.68,65.28,59.92,31.72,9.45,26.5,0.0,12.764116921958138,9,40.97,3,2,47.45,38.91,6.0,6,5.7,Git,Hard,1
STU14535,44,High School,AI Engineer,Advanced,29.14,Visual,64.86,94.01,63.52,48.79,51.14,2.12,52.95,44.67,61.62,20.24,12.99,27.4,65.89,61.93,50.97,0.0,44.64,70.49,58.11,21.27,61.56,58.67,41.06,7.92,0.0,22.484474439027675,104,97.02,3,15,25.62,59.51,22.0,18,17.1,Linux,Medium,4
STU14536,20,Master,Frontend Developer,Beginner,7.21,Reading/Writing,38.46,56.37,63.09,17.91,39.66,0.0,70.93,23.0,23.28,11.89,4.4,40.36,55.19,86.6,36.2,23.63,28.17,32.97,17.92,2.41,31.23,0.0,25.96,16.62,29.02,0.0,13,45.49,1,11,34.2,76.49,4.0,3,10.1,JavaScript,Easy,1
STU14537,24,PhD,Data Scientist,Intermediate,6.67,Visual,79.91,86.01,32.16,38.66,42.15,48.53,22.65,70.58,77.78,6.48,14.31,23.74,0.0,46.72,29.04,24.67,31.59,89.74,33.61,28.72,48.41,34.54,36.11,28.16,44.22,6.067757885963633,33,15.17,0,8,46.76,32.57,5.0,9,7.3,Git,Easy,1
STU14538,26,Associate,Cybersecurity Engineer,Beginner,25.67,Auditory,78.9,62.27,32.5,40.8,60.24,28.24,53.59,75.42,23.61,14.63,36.63,32.64,16.98,25.08,10.42,22.73,18.23,31.81,5.86,15.73,12.27,10.7,19.82,55.61,23.32,0.0,11,17.34,2,8,79.91,71.02,1.0,9,14.4,Git,Easy,5
STU14539,27,Master,Cloud Engineer,Beginner,5.64,Reading/Writing,71.89,61.24,43.31,53.43,64.28,78.81,41.84,38.78,26.01,26.06,23.56,28.22,24.9,23.39,31.21,7.08,31.2,11.84,26.47,32.72,0.77,12.81,24.47,65.91,61.81,89.26575291871217,69,93.43,7,2,56.795,46.42,11.0,18,6.5,Docker,Easy,3
STU14540,20,PhD,Unknown,Beginner,7.29,Reading/Writing,60.85,67.92,34.31,47.78,33.49,34.19,51.28,38.12,16.25,36.16,34.28,30.26,14.19,22.73,59.67,35.95,18.52,7.51,23.22,13.38,24.58,20.56,52.33,51.24,12.49,15.118427856774224,11,42.7,2,7,64.89,28.96,8.0,2,12.8,SQL,Medium,1
STU14541,32,Bachelor,Full Stack Developer,Intermediate,16.69,Auditory,62.8,70.15,86.25,49.79,30.48,49.82,39.32,37.54,39.19,11.0,55.98,32.27,54.13,32.54,79.87,65.03,28.03,38.91,34.42,19.29,36.67,16.23,64.18,47.07,53.98,32.805332799164766,4,89.29,0,7,58.72,81.68,4.0,2,12.8,Node.js,Medium,1
STU14542,18,Bachelor,Cybersecurity Engineer,Beginner,77.52,Auditory,57.03,60.16,57.56,78.43,45.99,46.73,45.66,64.22,29.43,20.06,9.37,14.89,21.57,21.61,0.0,27.46,31.5,31.52,18.36,17.44,18.21,7.1,12.14,58.57,7.52,3.159335977524846,9,68.92,3,4,22.9,27.43,14.0,24,9.6,Git,Medium,3
STU14543,32,Master,Frontend Developer,Intermediate,7.86,Kinesthetic,62.16,57.56,98.96,64.77,62.9,48.7,44.58,45.34,30.58,31.65,7.65,66.33,24.08,78.24,36.24,34.93,19.17,10.98,36.52,45.72,1.94,34.19,50.59,14.33,50.95,16.4847160461715,11,10.0,0,17,49.05,22.15,11.0,9,15.5,React,Medium,3
STU14544,27,PhD,AI Engineer,Intermediate,11.19,Reading/Writing,71.92,58.53,21.89,76.93,63.64,29.04,65.0,34.85,92.08,11.13,15.93,29.87,26.44,8.17,32.78,24.9,80.22,46.45,47.19,38.69,87.68,72.21,26.27,54.9,29.0,22.430702151164393,15,36.68,4,7,57.28,12.05,4.0,24,18.1,Deep Learning,Medium,1
STU14545,44,Bachelor,Software Engineer,Advanced,35.08,Auditory,44.4,71.84,40.76,61.76,62.68,55.63,9.18,10.22,47.85,62.86,63.38,21.83,76.41,30.3,65.3,29.85,39.38,48.08,48.66,8.76,18.6,20.5,100.0,21.95,0.0,40.18138500830311,20,17.71,18,12,77.01,25.75,8.0,12,11.9,Linux,Hard,3
STU14546,29,High School,Frontend Developer,Intermediate,6.52,Reading/Writing,39.64,37.13,49.48,43.05,89.03,28.96,39.8,63.1,6.82,61.3,17.62,57.27,89.32,64.96,22.69,7.69,30.25,41.42,23.53,19.6,14.23,20.65,19.63,24.87,38.16,3.2126218970015517,21,28.61,8,7,45.54,68.29,4.0,6,10.7,JavaScript,Easy,5
STU14547,22,Master,ML Engineer,Intermediate,11.99,Auditory,100.0,65.24,66.97,66.03,26.05,46.75,18.27,24.29,65.53,29.47,37.47,7.14,18.4,21.75,15.22,17.78,89.61,50.8,52.5,28.14,82.29,60.0,45.11,2.28,40.26,32.513707577326,42,95.65,4,7,34.63,3.63,6.0,18,8.8,Deep Learning,Easy,2
STU14548,24,Bachelor,Software Engineer,Intermediate,10.05,Reading/Writing,85.98,53.62,63.1,42.22,31.57,46.39,49.55,48.78,54.24,47.13,34.99,0.26,6.39,44.95,25.66,11.27,33.39,11.36,19.77,40.42,28.51,6.88,70.53,31.16,38.75,9.02053446633795,30,30.09,0,2,55.79,11.04,5.0,6,11.1,Linux,Easy,2
STU14549,24,Bachelor,Software Engineer,Beginner,21.86,Auditory,54.83,28.82,51.41,40.8,45.42,56.62,38.49,5.79,21.16,24.81,24.93,17.88,32.24,19.36,17.14,39.33,13.41,26.84,32.04,19.51,14.2,12.08,40.4,33.26,9.22,28.243529166759576,54,78.07,1,4,54.71,40.94,4.0,3,8.7,Python,Easy,1
STU14550,19,Bachelor,Software Engineer,Beginner,5.72,Kinesthetic,83.74,30.12,53.36,60.11,9.71,34.53,14.98,57.93,29.96,25.88,43.03,36.74,33.84,30.73,41.87,16.84,13.77,31.25,0.0,4.71,26.63,31.66,23.65,1.01,19.15,0.0,13,68.04,3,5,82.32,71.02,10.0,24,15.9,Probability,Hard,1
STU14551,23,Bachelor,Data Scientist,Intermediate,7.98,Visual,100.0,54.93,69.7,50.68,56.72,46.44,29.83,62.94,56.56,19.45,37.5,48.65,58.17,31.03,35.82,46.6,77.95,39.42,77.12,65.62,58.0,41.84,44.62,0.0,15.9,31.3721931408259,27,77.0,4,10,68.32,59.62,18.0,6,14.8,Linux,Hard,1
STU14552,18,High School,Software Engineer,Beginner,9.8,Visual,53.18,61.39,42.94,52.45,50.42,14.5,5.58,27.66,29.04,25.03,36.04,30.68,14.08,10.5,32.25,30.38,34.04,24.22,21.64,26.71,29.49,0.0,69.97,25.08,21.89,28.525134693015215,2,39.71,3,3,51.92,54.84,17.0,12,18.7,Python,Easy,2
STU14553,21,Bachelor,ML Engineer,Beginner,7.93,Reading/Writing,40.83,76.64,59.01,65.27,70.85,26.94,8.57,59.02,47.28,28.94,10.03,8.76,9.13,12.53,48.01,27.99,63.65,62.67,34.91,30.28,42.43,43.82,12.7,14.01,17.13,9.31739952273937,59,38.99,1,5,51.36,77.68,8.0,9,26.0,Git,Medium,1
STU14554,24,Bachelor,Full Stack Developer,Intermediate,15.51,Visual,95.76,42.27,79.49,58.57,61.06,39.29,56.82,24.03,46.79,33.45,45.7,25.42,22.59,40.9,93.21,62.81,9.74,66.7,19.02,44.86,47.58,12.31,60.57,71.66,31.62,7.611201535487919,14,95.21,12,1,57.93,59.47,9.0,3,8.2,Microservices,Medium,2
STU14555,29,PhD,Frontend Developer,Intermediate,18.2,Reading/Writing,72.36,76.82,54.33,31.0,81.67,0.0,57.99,50.16,32.66,40.63,36.06,45.75,43.14,74.33,0.0,11.66,14.38,29.3,18.05,43.87,20.79,0.0,61.17,21.63,21.41,17.43973673075906,8,35.13,8,9,56.8,30.65,3.0,6,13.0,JavaScript,Easy,4
STU14556,26,High School,Backend Developer,Beginner,15.41,Visual,53.71,45.57,52.88,44.6,44.71,25.1,35.45,61.4,34.57,29.87,21.04,40.65,8.08,17.22,50.8,53.81,32.46,24.64,27.55,39.13,21.03,19.49,68.66,61.88,34.25,13.206224494414297,6,26.14,2,14,72.58,77.82,2.0,9,11.5,SQL,Easy,2
STU14557,26,Master,Software Engineer,Intermediate,4.14,Visual,56.32,80.15,35.01,47.61,54.5,29.52,23.34,8.32,41.05,47.99,11.76,52.41,26.23,9.48,44.59,33.06,14.34,34.42,42.86,21.82,9.13,6.85,61.1,26.5,6.68,14.252345212658463,20,58.66,1,8,58.19,68.64,3.0,3,7.5,AI Agents,Medium,1
STU14558,25,Bachelor,Full Stack Developer,Beginner,9.79,Reading/Writing,81.66,47.29,91.3,65.55,80.17,38.85,62.79,49.25,11.04,7.84,26.5,50.75,0.91,18.99,31.48,56.5,29.3,11.59,31.74,0.0,33.16,4.8,32.61,34.93,39.95,11.225104541101889,13,31.9,5,3,57.36,49.64,12.0,9,4.4,SQL,Easy,1
STU14559,18,Associate,Software Engineer,Beginner,10.31,Kinesthetic,49.22,40.29,60.41,59.55,50.66,69.1,60.94,41.69,31.98,51.24,22.33,19.63,37.69,28.08,27.65,25.29,23.03,27.21,17.06,16.57,33.87,4.84,28.54,38.99,24.96,17.536824875091373,37,20.78,2,5,34.12,30.5,12.0,9,20.3,Git,Medium,1
STU14560,34,Bachelor,Data Scientist,Advanced,6.01,Auditory,56.94,100.0,71.73,50.7,35.28,12.75,28.22,18.99,63.0,16.48,38.3,70.61,59.28,48.47,60.26,54.59,51.57,57.13,61.25,68.63,49.44,94.41,54.37,38.26,8.27,0.0,41,30.61,2,19,11.43,16.28,7.0,12,11.0,Transformers,Hard,2
STU14561,20,High School,ML Engineer,Beginner,64.44,Visual,100.0,42.98,35.56,50.57,47.28,51.57,35.27,50.33,53.37,8.39,28.65,24.21,42.03,15.44,37.49,11.45,49.54,48.44,42.73,30.65,50.12,27.16,42.12,23.97,27.39,30.58067345027824,19,300.28,6,9,78.25,44.32,12.0,6,11.6,Linux,Easy,1
STU14562,28,Bachelor,Cloud Engineer,Intermediate,34.59,Kinesthetic,44.57,58.05,77.26,21.41,63.71,79.39,70.04,30.7,32.31,12.5,21.55,42.15,17.58,8.3,42.28,48.19,7.27,42.65,7.49,33.39,0.0,0.0,52.39,82.8,50.74,43.6963011146084,33,25.96,5,3,95.18,25.84,5.0,24,15.5,Docker,Hard,4
STU14563,43,Master,Cybersecurity Engineer,Advanced,19.38,Auditory,46.97,38.75,32.79,62.14,59.5,41.79,43.44,47.93,34.36,39.58,22.42,51.41,61.75,28.05,100.0,46.92,27.56,42.75,47.13,52.12,51.53,0.0,53.52,55.74,17.97,59.62331029394129,28,41.08,2,3,35.77,33.87,8.0,6,11.9,Python,Hard,2
STU14564,27,Master,Full Stack Developer,Beginner,5.77,Auditory,24.42,30.35,42.48,59.76,58.84,68.78,39.47,86.05,21.11,19.42,20.58,16.7,27.64,0.0,41.05,47.11,32.33,17.43,9.08,6.15,10.12,20.5,54.36,19.31,47.22,31.472859744564513,18,42.72,3,5,55.51,49.77,9.0,6,15.7,SQL,Easy,1
STU14565,27,Bachelor,Backend Developer,Intermediate,17.66,Auditory,80.88,51.5,18.03,79.55,50.32,33.98,42.07,61.81,35.31,11.19,18.66,27.34,25.61,15.93,56.7,60.91,24.12,0.0,24.45,29.24,24.33,26.61,56.6,58.04,40.8,5.993012026981056,18,30.9,0,14,56.795,71.07,3.0,9,21.5,SQL,Hard,3
STU14566,30,Bachelor,Frontend Developer,Advanced,16.93,Auditory,71.41,80.97,64.06,47.81,71.55,27.19,39.84,15.42,46.74,36.67,50.28,92.18,77.2,100.0,58.85,25.42,44.38,49.38,30.74,38.08,25.51,17.18,71.46,58.59,2.0,52.21431805303798,63,82.36,13,8,70.5,64.41,9.0,6,5.7,React,Hard,3
STU14567,33,Bachelor,Backend Developer,Intermediate,7.47,Auditory,22.88,62.49,66.21,71.19,68.87,40.75,39.71,29.78,59.64,36.92,52.79,22.89,15.29,37.36,60.07,56.12,7.61,25.92,21.29,0.0,7.57,0.0,73.12,76.8,42.93,21.364846630425205,24,308.25,2,15,54.35,41.46,17.0,6,10.3,SQL,Hard,1
STU14568,38,High School,Software Engineer,Advanced,16.04,Reading/Writing,72.17,23.69,34.53,52.6,40.46,42.27,51.91,43.31,71.9,12.95,7.1,27.51,56.7,39.38,53.81,50.13,46.42,33.17,39.14,40.32,55.57,24.78,84.41,46.86,2.68,48.11516505273336,12,16.98,1,11,57.84,93.36,13.0,3,17.2,Python,Hard,4
STU14569,28,Associate,Data Scientist,Intermediate,9.04,Reading/Writing,90.92,52.05,9.93,52.58,35.55,32.83,13.52,18.51,100.0,10.67,39.61,55.28,18.2,48.02,50.96,38.53,20.59,49.92,86.41,36.86,85.1,47.29,54.27,35.52,34.3,11.65348698694455,10,33.08,4,16,52.5,56.18,7.0,9,5.7,Deep Learning,Hard,1
STU14570,34,Master,Cybersecurity Engineer,Intermediate,4.01,Reading/Writing,77.74,42.47,63.59,52.88,35.52,44.22,31.44,61.38,40.3,0.92,30.12,32.06,38.02,34.07,34.18,14.38,37.83,26.83,37.69,48.72,15.18,9.26,36.03,57.49,11.99,27.81576968924856,6,73.9,4,7,34.9,83.17,7.0,6,13.1,Git,Easy,2
STU14571,21,Bachelor,Unknown,Beginner,9.14,Reading/Writing,44.65,35.1,49.76,31.18,52.38,31.06,38.06,58.77,36.7,12.49,37.43,39.5,22.8,6.2,0.0,39.21,31.6,25.79,32.45,0.14,0.0,5.76,38.77,53.57,9.23,18.233125500357875,18,81.42,10,1,71.91,26.31,3.0,6,20.4,Git,Medium,2
STU14572,26,Bachelor,Data Scientist,Beginner,6.26,Visual,48.8,93.75,58.01,34.41,29.2,29.35,39.64,37.1,32.02,42.55,25.73,28.48,6.35,17.73,28.6,19.55,41.59,46.06,41.84,30.51,54.76,35.09,32.8,36.45,11.36,0.0,9,67.09,2,3,63.77,62.81,5.0,3,14.1,Git,Medium,2
STU14573,26,Bachelor,Software Engineer,Beginner,8.29,Reading/Writing,45.25,62.31,72.66,54.8,45.1,30.36,93.65,45.64,33.37,29.9,27.4,25.85,14.98,21.32,28.2,17.67,43.23,34.48,20.54,22.96,0.0,9.58,50.51,17.66,11.16,19.144592724888852,36,41.08,3,10,56.795,71.35,6.0,2,24.6,Python,Easy,1
STU14574,19,Master,Software Engineer,Intermediate,16.3,Auditory,28.1,43.77,15.66,70.94,32.46,27.72,44.4,34.63,28.01,46.35,9.62,30.21,26.17,18.41,0.0,17.0,39.88,35.63,28.52,5.27,0.0,6.51,57.48,21.76,1.04,52.746290845893014,9,41.08,6,2,32.63,34.29,3.0,18,24.0,Machine Learning,Hard,1
STU14575,28,High School,ML Engineer,Intermediate,16.31,Visual,100.0,79.18,65.13,35.22,49.89,29.5,74.34,37.27,67.84,21.62,48.45,23.77,9.35,13.25,46.69,7.52,66.09,63.54,41.32,45.93,67.5,57.57,16.43,0.0,10.96,15.131860407628814,14,150.0,16,5,64.01,59.1,7.0,6,39.6,Statistics,Easy,2
STU14576,26,Associate,Software Engineer,Advanced,15.1,Kinesthetic,10.65,35.44,54.24,72.64,13.58,61.53,47.38,32.48,44.43,37.55,52.49,21.14,38.7,40.08,41.22,37.14,41.64,38.93,43.83,27.68,22.74,7.27,100.0,51.88,2.67,18.69047040842917,18,77.94,2,13,86.22,23.24,14.0,6,15.4,Git,Hard,2
STU14577,42,Bachelor,Backend Developer,Advanced,14.48,Auditory,49.99,42.81,85.19,72.18,37.08,45.45,26.21,19.95,54.69,53.88,37.88,94.0,0.0,19.41,58.89,71.32,46.46,40.94,14.22,28.25,50.64,0.2,74.08,36.54,70.41,24.63917361264773,33,32.4,2,8,56.795,62.09,4.0,12,10.8,SQL,Medium,4
STU14578,36,Master,Software Engineer,Advanced,6.37,Reading/Writing,37.28,30.5,70.36,50.22,55.22,20.2,46.9,15.78,65.3,46.74,64.87,78.25,61.72,27.59,25.05,16.27,34.04,39.32,51.86,35.53,78.57,64.32,88.79,48.24,8.21,53.03315903718389,140,39.92,4,10,81.85,88.61,32.0,6,5.6,Deep Learning,Hard,2
STU14579,24,Master,Software Engineer,Beginner,7.51,Kinesthetic,43.72,53.99,45.15,60.79,66.18,45.27,43.28,24.57,44.74,14.74,38.54,24.38,37.78,34.89,23.08,27.88,10.13,44.23,38.2,16.8,13.93,11.12,45.01,20.06,26.74,20.211470685785283,8,21.17,4,5,15.47,41.76,13.0,9,15.8,Linux,Hard,1
